id,code,title,lecture_hours,lab_hours,credits,department_id,type,description,prerequisites
753,ISE 100,Introduction to Technology,2,3,3,20,Undergraduate,"Overall survey of technologies in different areas such as computers, IT, communications, oil and gas, construction and manufacturing. Emphasis of the course on system approach on addressing problems.",
754,ISE 201,Introduction to Industrial and Systems Engineering,1,0,1,20,Undergraduate,"An introduction to and overview of the profession, including career planning, professionalism, ethics and teamwork. Nature of the Industrial Engineer job, Selected areas of IE such as quality, optimization, productivity, process improvement. Industry site visits, industrial speakers, Case studies from IE applications.",
755,ISE 205,Engineering Probability and Statistics,3,0,3,20,Undergraduate,Data description and presentation. Basic concepts in probability. Random variables and probability distributions. Joint Probability Distributions. Covariance and correlation. Sampling distributions. Point estimation of parameters.,
756,ISE 291,Introduction to Data Science,3,0,3,20,Undergraduate,"A hands-on introductory level course on data science techniques and applications. Preliminary statistics, programming, and SQL. Basic data acquisition, cleaning, manipulation and pre-processing. Emphasis on: Data understanding and preparation; Exploratory data analysis and visualization. Implementing and validating linear and penalized regression, basic classification and basic clustering methods. Introduction to big data analysis.",
757,ISE 303,Operation Research I,3,0,3,20,Undergraduate,"Modeling in Operations Research. Linear Programming: Simplex Method, Duality, Sensitivity Analysis. Network Models: Shortest-Route Problem, PERT/CPM, Maximum Flow Problem, Minimal Spanning Tree Problem, Transportation and Assignment Problems. Goal Programming.",
758,ISE 304,Principles of Industrial Costing,3,0,3,20,Undergraduate,"Introduction to basic costing concepts and behavior, with emphasis on manufacturing optimization through labor and materials cost analysis, operation and overhead cost calculations, product cost estimating, and finally setting product selling price. Study of the principles of costing systems and techniques of analysis and cost control. Emphasis on interpretation and use of costing principles for decision making.",
759,ISE 305,Optimization Methods,2,3,3,20,Undergraduate,"Unconstrained optimization, necessary and sufficient conditions for unconstrained minima. Derivative-free algorithm. The steepest decent and Newton algorithms. Conjugate gradient and Quasi-Newton methods. Constrained optimization: Karush-Kuhn-Tucker conditions for optimality, algorithms for constrained optimization including SUMT, approximation and methods of feasible directions. Case studies in different engineering discipline.",
760,ISE 307,Engineering Economic Analysis,3,0,3,20,Undergraduate,"Introduction to concepts of economic decision-making from a cash flow viewpoint. It includes present worth analysis, cash flow equivalence, rates of return, replacement analysis, benefit-cost analysis, depreciation and taxes, and projects break-even point, selection, and sensitivity analysis.",
761,ISE 315,Engineering Statistics,3,0,3,20,Undergraduate,Review for estimation. Test of hypothesis for single and two samples. Applications of test of hypothesis in engineering. Simple and multiple linear regression and their applications. Design and analysis of single-factor experiments: analysis of variance. Design of experiments with several factors. Case studies in engineering statistics.,
762,ISE 320,Quality Control and Industrial Statistics,3,0,3,20,Undergraduate,Introduction to quality control and process improvement. Cost of quality and the effects of quality on productivity. Concepts of variation. Statistical process control (SPC tools). Control charts for variables and attributes and their applications in process control. Process capability studies. Acceptance sampling. Case studies in applied quality control.,
763,ISE 321,Optimization Methods,3,0,3,20,Undergraduate,Formulation of engineering and planning problems as integer or nonlinear programs. Cutting planes and the branch and bound approach for IPs. Optimality conditions. Solution algorithms for unconstrained and constrained NLPs.,
764,ISE 322,Manufacturing Technology,3,3,4,20,Undergraduate,"Manufacturing methods of metals and plastics including metal casting, forming, machining, welding, and plastic processing. Laboratory experiments and demonstrations in material behavior, forming, casting, welding and machining operations, metrology and dimensional control.",
765,ISE 323,Work and Process Improvements,2,3,3,20,Undergraduate,History of Methods Design & Work Measurement. Methods design. Process analysis. Operation analysis. Introduction to human engineering. Standardization. Work measurement. Predetermined motion-time systems. Standard data. Work sampling. Term project.,
766,ISE 324,Work and Process Improvements,2,0,2,20,Undergraduate,"This course explains Methods design and work measurement, process analysis, operation analysis, introduction to human engineering, standardization, work measurement, predetermined motion-time systems, standard data, and work sampling.",
767,ISE 325,Engineering Statistics,3,0,3,20,Undergraduate,Review for estimation. Test of hypothesis for single and two samples. Applications of test of hypothesis in engineering. Simple and multiple linear regression and their applications. Design and analysis of single-factor experiments: analysis of variance. Design of experiments with several factors. Case studies in engineering statistics.,
768,ISE 351,Cooperative Work,0,0,9,20,Undergraduate,Twenty Eight weeks of industrial training approved by the department. The student must submit a comprehensive report on his work during that period.,
769,ISE 361,Fundamentals of Data Base Systems,2,3,3,20,Undergraduate,"This is a first course in database management systems, teaching database concepts, data modeling and database design. Fundamental database concepts, Relational Data Manipulation, Data modeling, Capturing Business Rules, Normalization, Database system development process, Transaction, Processing, Distributed Processing, Data Warehouses, and Databases on the Web. Concepts and tools will be integrated in a small-group term project by designing and implementing an actual information system.",
770,ISE 365,Information Systems for Industrial and Systems Engineering,2,3,3,20,Undergraduate,"Introduction to spreadsheet application programming and database applications to make decision support for IE problems. Visual Basic applications programming fundamentals, procedures and functions. User forms, application development. Database design. Normalization in design. Introduction to tables, queries, and forms. Structured query languages. Generating reports. Course project.",
771,ISE 391,Industrial Engineering Design,1,3,2,20,Undergraduate,"Introduction to engineering design, formulation of design problems, the design process, design phases, IE and the design process, Quality function deployment for specifying design requirements, design strategies, generating alternatives, probabilistic consideration in design, communication issues, design evaluation, selection and implementation. Discussion of case studies including operations systems, manufacturing, quality, ergonomics, layout and scheduling. Includes team project with an application in manufacturing or service industry.",
772,ISE 398,Internship,0,0,6,20,Undergraduate,A 15-week program of industrial training approved by the department. The student must submit a comprehensive report on his work during that period.,
773,ISE 399,Summer Training,0,0,1,20,Undergraduate,An 8-week program of industrial training approved by the department. The student must submit a report on his work during that period.,
774,ISE 402,Production Systems and Inventory Control,3,0,3,20,Undergraduate,Elements of functional organization. Forecasting in production systems. Product and process design considerations. Deterministic and stochastic inventory systems. Production scheduling and line balancing. Capacity planning. Material requirement planning (MRP). Computer applications in production control. Case studies and applications.,
775,ISE 405,Stochastic Systems Simulation,2,3,3,20,Undergraduate,"Basic discrete-event simulation modeling, queuing models, simulation languages, review of basic probability and statistics, random-number generators, generating random variables, output data analysis, validation of simulation models. A simulation language is used in the lab to illustrate simulation models on real case studies.",
776,ISE 412,Senior Design Project II,0,6,3,20,Undergraduate,"This is the second of two courses for the multidisciplinary, capstone project. Multidisciplinary teams undertake product definition, generation of conceptual designs, product development, and presentation of final products. Students integrate knowledge acquired from prior courses into multidisciplinary projects with multiple constraints and use engineering standards while further developing their communication skills and life-long learning techniques.",
777,ISE 413,Productivity Engineering and Management,3,0,3,20,Undergraduate,"Introduction to productivity, productivity factors, measurement of productivity, planning for productivity, total productivity model, product base productivity improvement, and employee based productivity improvement, productivity improvement programs, case studies and class project.",
778,ISE 420,Quality Improvement Methods,3,0,3,20,Undergraduate,"Introduction to principles and philosophies of total quality management, advance methods for process control, six sigma approach to quality, Quality function deployment (QFD) and Taguchi approach to quality and parameter optimization.",
779,ISE 421,Operation Research II,3,0,3,20,Undergraduate,"Following topics from operations research with an emphasis on modeling and implementation are covered; integer programming, dynamic programming and nonlinear programming. Implementation using modeling software and spreadsheet is demonstrated on examples and case Studies.",
780,ISE 422,Facility Layout and Location,3,0,3,20,Undergraduate,"Introduction to facility planning issues. Material handling. Facility location and layout and computer-aided techniques and packages. Storage and warehousing functions, emphasizing quantitative and simulation techniques.",
781,ISE 425,Queuing Systems,3,0,3,20,Undergraduate,"Introduction to Queuing Models and Their Applications, Elements and Characteristics of Queuing Models, Single Server queue, Birth Death Processes, M/M/1, M/M/s, M/G/1, Little Law, Priority Queues, Network of Queues.",
782,ISE 426,Operations Research II,3,0,3,20,Undergraduate,Deterministic and probabilistic dynamic programming. Stochastic programming. Poisson process. Theory of queues. Markov Chains.,
783,ISE 429,Maintenance Planning and Control,3,0,3,20,Undergraduate,"Maintenance Organization, Maintenance strategy, Forecasting maintenance work, Maintenance capacity planning, Component replacement decision models, Maintenance Measurement and Standards, Scheduling of maintenance, Maintenance material control, Quality of maintenance jobs, Maintenance productivity, Maintenance audit, Maintenance management information systems, Case Studies.",
784,ISE 430,Industrial Engineering in Healthcare Systems,3,0,3,20,Undergraduate,"The course covers topics in healthcare management and operations improvement. The course will cover topics from healthcare prospective and application such as scheduling, simulation, data analysis, productivity, resource allocation, decision-making, etc. Students will become familiar with current methods and resources for implementing change in a health care setting, such as a hospital.",
785,ISE 440,Engineering Project Management,3,0,3,20,Undergraduate,This course deals with projects in engineering organizations including product development. Topics include project initiation; effective project management; project risk management project life cycle; planning and scheduling including PERT/CPM; resourcing; cost estimating; and project monitoring and control. Case studies and project management software.,
786,ISE 443,Human Factors Engineering,2,3,3,20,Undergraduate,"Study of human response into man-machine systems. Study of visual displays as a medium of input. Auditory and tactual displays. Human control of systems. Control tools and related devices. Applied anthropometry and workplace design. Physical space arrangement, Environment, Illumination, Atmospheric conditions and noise.",
787,ISE 447,Decision Making,3,0,3,20,Undergraduate,"Basic decision-making model under certainty with multiple criteria as well as under pure Uncertainty, Risk, Risk with information and conflict with single criteria. Structuring decision problems as well as applications in systems engineering are emphasized through problem sets, case studies and term project.",
788,ISE 448,Sequencing and Scheduling,3,0,3,20,Undergraduate,"Scheduling problems, optimality of schedules, processing, basic single machine results, precedence constraints and efficiency, constructive algorithms for flow-shops and job-shops, dynamic programming approaches, branch and bound methods, integer programming formulations, hard problems and NP-completeness. Heuristic methods: general approaches and worst-case bounds, simulated annealing approach.",
789,ISE 449,Special Topics in Industrial Engineering Design,3,0,3,20,Undergraduate,The course is in the general area of industrial engineering and operations research focusing on advanced topics.,
790,ISE 453,Design Optimization,3,0,3,20,Undergraduate,"Introduction to the mathematical modeling of design optimization, including unconstrained and constrained optimization problems. Formulation of single and multiple design variables for linear and non-linear problems with applications in various aspects of engineering design. Basics of multi-objective problems, and optimization under uncertainty. Emphasis on applications with Multidisciplinary case studies. Solving these optimization problems using software modeling language package.",
791,ISE 455,Applied Models for Optimal Decisions,3,0,3,20,Undergraduate,"Review of decision making under uncertainty and risk. Linear and linear programming for deterministic decision making. Chance constrained and two stage stochastic programming. Risk analysis, robust and queuing theory. New concepts will be presented through cases studies using inductive teaching. Students must work on a project that demonstrates their understanding of decision making under uncertainty applied to a real case.",
792,ISE 460,Industrial Process Re-Engineer,3,0,3,20,Undergraduate,"Introduction to function and Process Organization, strategy plan and business context, stockholder analysis, value and non value added activities, process identification, process architect & align, understanding of existing process, mapping and process evaluation, measures and target setting, process visioning, process renew and re-engineering, element for essential and sustainability, continues improvements.",
793,ISE 461,Computer Aided Manufacturing and Robotics,3,0,3,20,Undergraduate,High volume discrete parts production systems. Fundamentals of CAD/CAM. Computers in manufacturing. Computer process monitoring. Systems for manufacturing support. Group technology and integrated manufacturing systems. Case studies for robots in industry. CAD/CAM using computer graphics laboratory.,
794,ISE 463,Theory of Stochastic Processes,3,0,3,20,Undergraduate,"Basic review of probability, statistical independence, conditional expectation and characteristic function. Introduction to stochastic processes, stationarity and ergodicity. Markov chains and Poisson processes. Linear models of continuous- and discrete- time stochastic processes. Engineering applications.",
795,ISE 464,Industrial Information Systems,2,3,3,20,Undergraduate,"Design of industrial information systems. Focus on the planning, control of the flow of engineering and industrial information. Information systems requirements, analysis, and design. Students are required to work on a project of applied nature.",
796,ISE 465,Industrial Safety,3,0,3,20,Undergraduate,"The scope of occupational safety: Human safety, Environmental safety, Setting safety standard: Safety administration, Legal aspect of industrial safety.",
797,ISE 468,Introduction to Machine Learning and Data Analytics,3,0,3,20,Undergraduate,"An introduction to data analysis, clustering algorithms, classification algorithms, and R programming language.",
798,ISE 470,Supply Chain Systems Modeling,3,0,3,20,Undergraduate,"This course adopts a modeling approach to supply chains that is designed to study trade-offs between system costs and customer service. Topics covered include supply chain design, multi-location inventory-distribution models, bullwhip effect, delayed differentiation, and e-commerce and supply chain. The key insights provided by such system-wide models will be illustrated through the use of software packages, real cases discussion and presentations and term projects. In addition, the course will highlight the role of information technology in supporting supply chain operations.",
799,ISE 472,Logistics and Transportation Systems,3,0,3,20,Undergraduate,Logistics and its role in the supply chain; transportation and its relationship to logistics; design of distribution networks; types of facilities in a logistics system; facility location models in logistics; transportation systems in logistics; transportation modes; mode selection; optimization of short- and long-haul transportation operations; routing and scheduling in transportation; logistics information systems.,
800,ISE 480,Reliability & Maintainability,3,0,3,20,Undergraduate,"Introduction to Reliability Engineering, hazard and reliability functions, analyzing reliability data, reliability prediction and modeling, fault tress construction and decision tables, maintainability, maintenance and availability, reliability improvement.",
801,ISE 482,Senior Design Project,1,6,3,20,Undergraduate,"A design course that draws upon various components of the undergraduate curriculum. The project typically contains problem definition, analysis, evaluation and selection of alternatives. Real life applications are emphasized where appropriate constraints are considered. Oral presentation and a report are essential for course completion. The work should be supervised by faculty member(s). Team projects are acceptable wherever appropriate.",
802,ISE 487,Predictive Analytics Techniques,3,0,3,20,Undergraduate,"Characteristics of time series, trends, seasonality, noise, stationarity; Statistical background and model evaluation methods; Time series regression, variable selection and general linear regression; Exponential Smoothing and seasonal data; ARIMA based models including MA, AR, ARMA, ARIMA and SARIMA, Model validation and parameter estimation; Advance predictive analytics: Multivariate prediction, state space models, neural networks, spectral analysis and Bayesian methods.",
803,ISE 490,Senior Design Project,0,0,3,20,Undergraduate,"A design course that draws upon various components of the undergraduate curriculum. The project typically contains problem definition, analysis, evaluation and selection of alternatives. Real life applications are emphasized where appropriate constraints are considered. Oral presentation and a report are essential for course completion. The work should be supervised by faculty member(s). Team projects are acceptable wherever appropriate.",
804,ISE 491,Special Topics in Operations Research,3,0,3,20,Undergraduate,A course in an area of operation research reflecting current theory and practice.,
805,ISE 492,Special Topics in Production and Quality Control,3,0,3,20,Undergraduate,A course in an area of production and quality control reflecting current theory and practice.,
806,ISE 493,Special Topics in IE/OR,3,0,3,20,Undergraduate,A course in an area of reliability and maintenance reflecting current theory and practice.,
807,ISE 494,Undergraduate Thesis I,0,0,3,20,Undergraduate,"This course is an independent research course for students undertaking the CX in undergraduate research. An undergraduate thesis is a substantive piece of research-oriented creative work demonstrating mastery over the discourse of one semester in professional field. A thesis requires students to formulate the main hypothesis and research questions, maintain research integrity and be aware of research misconducts, and acquire skills of identifying research gaps in literature. Students will develop their scientific writing skills to report their preliminary research findings in a research proposal. Such proposal must be planned and completed under the supervision of a faculty (advisor) and, at the advisor's discretion and department approval, may be reviewed by an additional co-advisor. Student will have to present to a committee his/her research plan and hypothesis in the thesis proposal.",
808,ISE 496,Undergraduate Thesis II,0,0,3,20,Undergraduate,"This is an independent research course focused on making research contributions and presenting the results in a thesis for students undertaking the CX in undergraduate research. In this course, students will refine their thesis proposal in previous thesis course and work closely with the advisor to demonstrate their research findings over one semester in a professional field. This requires students to ensure the novelty and originality of the idea, conduct extensive research to validate the main hypothesis and research questions, and have the skills needed to write the thesis and prepare the research results for the proper venue for possible publication. Students will learn to develop their professional communication skills to defend their thesis in front of an independent scientific committee and possibly to deliver speech in a research symposia.",
809,ICS 101,Computer Programming,2,3,3,49,Undergraduate,Overview of computer hardware and software; Programming in FORTRAN with emphasis on modular and structured programming technique; Problem solving and algorithm development; simple engineering and scientific problems.,
810,ICS 102,Introduction to Computing I,2,3,3,49,Undergraduate,Overview of computers and computing. Introduction to a typical object-oriented programming language. Basic data types and operators. Basic object-oriented concepts. Wrapper classes. Console input/output. Logical expressions and control structures. Classes and methods. Arrays and strings.,
811,ICS 103,Computer Programming in C,2,3,3,49,Undergraduate,Overview of computer hardware and software; Programming in C with emphasis on modular and structured programming technique; Problem solving and algorithm development; Simple engineering and scientific problems.,* indicates Co-Requisities
812,ICS 104,Introduction to Programming in Python and C,2,3,3,49,Undergraduate,"Overview of computer hardware and software. Programming in Python with emphasis on basic program constructs: variables, assignments, expressions, decision structures, looping, functions, lists, files and exceptions; Introduction to objects and classes. Programming in C with emphasis on pointers and functions with output parameters. Simple multidisciplinary problem solving in science, engineering and business.",
813,ICS 108,Object-Oriented Programming,3,3,4,49,Undergraduate,Advanced object-oriented programming; Inheritance; Polymorphism; Abstract classes and interfaces; Generic and collection classes; File input and output; Exception handling; GUI and event-driven programming; Recursion; Searching and sorting.,
814,ICS 201,Introduction to Computing II,3,3,4,49,Undergraduate,"Advanced object-oriented programming; inheritance; polymorphism; abstract classes and interfaces, container and collection classes, packages, object-oriented design, software modeling, event-driven programming, recursion, use of stacks, queues and lists from API, searching and sorting.",
815,ICS 202,Data Structures and Algorithms,3,3,4,49,Undergraduate,"Review of object-oriented concepts; Basic algorithms analysis; Fundamental data structures - implementation strategies for stacks, queues and linked lists; Recursion; Implementation strategies for tree and graph algorithms; Greedy Algorithms; Hash tables; Applications of data structures (e.g. data compression and string matching).",
816,ICS 233,Computer Architecture & Assembly Language,3,3,4,49,Undergraduate,"Machine organization; assembly language: addressing, stacks, argument passing, arithmetic operations, decisions, modularization; Input/Output Operations and Interrupts; Memory Hierarchy and Cache memory; Pipeline Design Techniques; Super-scalar architecture; Parallel Architectures.",
817,ICS 253,Discrete Structures,3,0,3,49,Undergraduate,"Propositional Logic, Propositional Equivalence, Predicates and Quantifiers, Nested Quantifiers, Rules of Inference, Introduction to Proofs; Sets, Set Operations, Functions, Sequences and Summations; Mathematical Induction, Strong Induction, Recursive Definitions and Structural Induction; Basics of Counting, Pigeonhole Principle, Permutations and Combinations, Binomial Coefficients, Discrete Probability, Probability Theory; Recurrence Relations, Solving Linear Recurrence Relations, Generating Functions, Inclusion-Exclusion.",
818,ICS 254,Discrete Structures II,3,0,3,49,Undergraduate,"Number Theory: Modular Arithmetic, Integer Representation, Fermat's Little Theorem, Chinese Remainder Theorem, RSA.; Proof Techniques: Methods of Proofs, Applications from Number Theory, Recursive Definitions; Algorithm Correctness; Relations: Closures and Equivalence Relations, Partial Orderings and Lattices, Hasse Diagrams; Recurrence Relations and Generating Functions; Automata Theory: Finite State Machines, Regular Expressions, DFA, NDFA and their equivalence, Grammars and Chomsky Hierarchy, Introduction to Turing Machines.; Abstract Algebra: Groups, Homomorphisms and Lagrange's Theorem, Applications.",
819,ICS 309,Computing & Society,2,0,2,49,Undergraduate,Impact of Computing on Society; Ethical Foundations; Governance and Regulation; Freedom of Speech; Intellectual Property; Privacy; Security; Professional Responsibility; Leadership challenge.,
820,ICS 321,Database Systems,3,0,3,49,Undergraduate,Basic database concepts; Conceptual data modeling; Relational data model; Relational theory and languages; Database design; SQL; Introduction to query processing and optimization; Introduction to concurrency and recovery.,
821,ICS 324,Database Systems,3,3,4,49,Undergraduate,"Basic database concepts, conceptual data modeling, relational data model, relational theory and languages, database design, SQL, introduction to query processing and optimization, and introduction to concurrency and recovery.",
822,ICS 343,Fundamentals of Computer Networks,3,3,4,49,Undergraduate,"Introduction to computer networks and layered architectures: Connectivity, topology, circuit and packet switching, TCP/IP and ISO models; Application layer: model, DNS, SMTP, FTP, mm; Transport layer: TCP and UDP, ARQ, congestion and flow control; Network layer: Internetworking, addressing and routing algorithms and protocols; Data link layer: Framing, error detection and correction, medium access control and LANs; Physical layer: Principles of data communications, circuit switching, encoding, multiplexing and transmission media; Principles of network security: Cryptography, message security, user authentication, security protocols, firewalls and VPNs.",
823,ICS 344,Information Security,3,0,3,49,Undergraduate,"Security properties; Confidentiality, integrity, authentication, non-repudiation; Attack vectors, malicious software and countermeasures; Risk management and analysis; Security mechanisms; Secure software development; Defensive programming; Input sanitization; Symmetric and public-key cryptography; User authentication and access control; Internet security: Email and web security, network security protocols and standards such as IPSec and SSL/TLS; Security technologies and systems: Firewalls, VPNs and IDSs/IPSs; Information security process, ethical and legal issues.",
824,ICS 351,Cooperative Work,0,0,9,49,Undergraduate,"A continuous period of 28 weeks spent as a normal employee in industry, business, or government agencies with the purpose of familiarizing students with the real world of work and enabling them to integrate their classroom learning to a real work environment. During this period, a student is exposed to a real-life work in the field. Each student is required to participate with at least one project. Students are required to submit progress reports during the work period. Students are also required to give a presentation and submit a final report on their experience and the knowledge they gained during their cooperative.",
825,ICS 353,Design and Analysis of Algorithms,3,0,3,49,Undergraduate,"Basic algorithmic analysis; Analysis of iterative and recursive algorithms; Advanced algorithmic design techniques (induction, divide and conquer, dynamic programming, backtracking); The complexity classes P and NP; Basic computability; Parallel algorithms.",
826,ICS 355,Theory of Computing,3,0,3,49,Undergraduate,"Regular grammars: Equivalence of DFA, NDFA and regular expressions, pumping lemma, emptiness and membership; Context-Free Grammars: parsing and ambiguity, normal forms, applications, equivalence of PDA's and CFG's, pumping lemma, emptiness and membership; Turing machines: Programming techniques for Turing machines, universal Turing-machine; Undecidability: Recursively enumerable and recursive languages, undecidability, problem reduction, undecidable problems of CFG's, RE's and TM's.",
827,ICS 381,Principles of Artificial Intelligence,3,0,3,49,Undergraduate,"AI history and applications; Intelligent agents and expert systems; Introduction to AI programming; Problem solving agents by uninformed, heuristic and local search; Constraint satisfaction and programming, games and adversarial search; Knowledge-based agents: Propositional and first-order logic, Forward and backward chaining and inference; Planning and reasoning in uncertain situations; Basics of machine learning; Natural language processing; Exposure to other applications of AI (e.g. Vision and Robotics)",* indicates Co-Requisities
828,ICS 398,Internship,0,0,6,49,Undergraduate,"A continuous period of 16 weeks spent as a normal ""new"" employee in industry, business, or government agencies with the purpose of familiarizing students with the real world of work and enabling them to integrate their learning to a real work environment. During this period, a student is exposed to a real-life work in the field and work as a normal employee. Each student is required to participate with at least one project. Students are required to submit progress reports during the work period. Students are also required to give a presentation and submit a final report on their experience and the knowledge they gained during their work.",
829,ICS 399,Summer Training,0,0,1,49,Undergraduate,"A continuous period of 8 weeks spent as a normal employee in industry, business, or government agencies with the purpose of familiarizing students with the real world of work and enabling them to integrate their classroom learning to a real work environment. During this period, a student is exposed to a real-life work in the field. Students are required to submit progress reports during the work period. Students are also required to give a presentation and submit a final report on their experience and the knowledge they gained during their Training.",
830,ICS 410,Programming Languages,3,0,3,49,Undergraduate,"Programming paradigms: Object-oriented, imperative, functional, and logic; Application development in these paradigms; Fundamentals of Language Design: Syntax and semantics; Language implementation: virtual machines; Compilation, interpretation, and hybrid.",
831,ICS 411,Senior Project,1,6,3,49,Undergraduate,"Project-oriented course in which students work in teams on an applied real-world problem of their interest, go through its software development lifecycle in order to develop a prototype software solution for the problem at hand. The senior project offers the opportunity to integrate the knowledge acquired in preceding courses, as well as promote and instill communication skills, writing skills, and lifelong self-learning.",
832,ICS 412,Compiler Construction Techniques,3,0,3,49,Undergraduate,"Compiler techniques and methodology; Organization of compilers; Lexical and syntax analysis; Parsing techniques; Object code generation and optimization, detection and recovery from errors; Contrast between compilers and interpreters.",
833,ICS 414,Senior Project II,0,6,3,49,Undergraduate,"This is the second of two courses for the multidisciplinary, capstone project. After the multidisciplinary team was formed and the project and its management were defined and detailed, the students embark on executing their tasks going through the project's software development lifecycle in order to develop the prototype software solution component of the problem at hand. The senior project offers the opportunity to integrate the knowledge acquired in preceding courses, as well as promote and instill communication skills, writing skills, and lifelong self-learning.",
834,ICS 415,Computer Graphics,3,0,3,49,Undergraduate,Applications of computer graphics; Graphics systems and devices; Output primitives and their attributes; Geometric transformations; Window to viewport mapping and clipping; Curves and surfaces; Three-dimensional viewing; Hidden surface removal; illumination and color models; Animation.,
835,ICS 424,Advanced Database Systems,3,0,3,49,Undergraduate,"Data preprocessing, data warehousing and OLAP; Security, transaction processing, concurrency control techniques, and backup and recovery of relational databases; Introduction to non-relational database systems such as NoSQL and NewSQL databases.",
836,ICS 426,Data Warehousing & Data Mining,3,0,3,49,Undergraduate,"Review of relational databases and Conjunctive queries, Data Warehousing Concepts and OLAP, Data Warehouse Design and Development, Information and data Integration, OLAP Technology for Data Mining. Data Mining: Primitive, Languages and Application Developments.",
837,ICS 431,Operating Systems,3,3,4,49,Undergraduate,"This course introduces the fundamentals of operating systems design and implementation. Topics include history and evolution of operating systems; Types of operating systems; Operating system structures; Process management: processes, threads, CPU scheduling, process synchronization; Memory management and virtual memory; File systems; I/O systems; Security and protection; Distributed systems; Case studies.",
838,ICS 433,Operating Systems,3,1,3,49,Undergraduate,"History and evolution of operating systems; Types of operating systems; Operating system structures; Process management: processes, threads, CPU scheduling, process synchronization; Memory management and virtual memory; File systems; I/O systems; Security and protection; Distributed systems; Case studies.",
839,ICS 436,Systems & Network Administration,2,3,3,49,Undergraduate,"Introduction to Distributed Systems; Distributed Systems Architecture; Computer Networks for distributed systems; Distributed Objects and Remote Invocation; Distributed Naming; Distributed File Systems; Security; Synchronization; Distributed Coordination and Agreement; Distributed Transactions; Distributed Replication; Distributed Multimedia Systems, Distributed Shared Memory; Case Studies such as CORBA, MACH, DCOM, and GLOBE.",
840,ICS 437,Distributed Systems,3,0,3,49,Undergraduate,"Introduction to distributed systems; Distributed systems architecture; Computer networks for distributed systems; Distributed objects and remote invocation; Distributed naming; Distributed file systems; Security and synchronization in distributed systems; Distributed coordination and agreement; Distributed transactions; Distributed replication; Distributed multimedia systems, distributed shared memory; Case studies.",
841,ICS 439,Cryptography in Quantum Era,3,0,3,49,Undergraduate,"The difference between quantum cryptography and existing conventional cryptography, Integer Algorithms, Modular Arithmetic, Symmetric-key Cryptography, Perfect Secrecy, Stream and Block cipher, Group Theory, Public Key Cryptography, Quantum cryptography and cryptanalysis, Key distribution protocols, Quantum money, quantum one-time pad.",
842,ICS 440,Cryptography and Blockchain Applications,3,0,3,49,Undergraduate,"Secret key encryption; Block and stream ciphers, Encryption standards; Number theory: Divisibility, Modular arithmetic, Group theory and Finite fields; Public key encryption: RSA, ElGamal and Rabin cryptosystems; Diffie-Hellman key exchange; Cryptographically secure hashing; Authentication and digital signatures; Digital signature standard (DSS), Randomized encryption; Cryptocurrency, Blockchain models and applications. Security issues and their solutions in Blockchain models and applications. Blockchain payment networks.",
843,ICS 441,Digital Forensics Techniques,3,0,3,49,Undergraduate,"Major phases of digital investigation; Data acquisition of physical storage devices; Study of file systems with a main focus on Microsoft Windows and Linux systems; File system analysis and file recovery; File carving and document analysis; Information hiding and steganography; Time, registry and password recovery; Email and database forensics; Memory acquisition.",
844,ICS 442,Penetration Testing and Ethical Hacking,3,0,3,49,Undergraduate,"Introduction to penetration testing and ethical hacking, requirements and legal issues, setting up virtual lab; Exploring Kali Linux and",
845,ITD 101,Design Survey,2,4,4,10,Undergraduate,"""What is design, and Why is it important?"". Core principles and theories of design ideas and innovation. Design thinking and problem-solving strategies and techniques. Hands-on introductory-level projects involving essential aspects, processes, and precedents of design. Fundamentals of visualization and communication techniques and multidimensional drawings. Research, examination, and analysis of selected groups of historical and contemporary case studies, concepts, theories, and design pioneers.",
846,ITD 202,Design Ideation,2,4,4,10,Undergraduate,"The impact of ideas on design and its end product. Function, form, and space. Creating, transforming, and advancing design concepts analytically and visually. Advanced interdisciplinary design research and thinking methodologies. Concept generation and ideation, design development, and processes. Hands-on intermediate design projects. Advanced multidimensional communication. Research and analysis of historical and contemporary perspectives on critical design theories concerning key concepts in design.",
847,ITD 203,Design Application,2,4,4,10,Undergraduate,"Applications of design and its essential role in impacting daily human needs. Processes and techniques for creating holistic, physical, and virtual design solutions. Hands-on projects addressing issues of diverse practices of design application and theories. User-centric design, Play-theory, gamification, globalization, sustainability, affordances theory, and how people interact with the world. Design in response to context.",
848,ITD 211,Digital Visualization I,0,6,3,10,Undergraduate,"Fundamentals of digital visualization and computer-aided design. Analytical and critical visual thinking and problem-solving skills using digital representation tools. Visual elements of design, concepts and techniques for digital concept development and presentation. Foundations of digital multidimensional sketches, drawings, and rendering. Digital information design, portfolio design, and presentations. Introduction to generative industry-standard design tools that utilize Python and C (such as Rhino, Blender, Solidworks, Autodesk inventor, etc.). Introduction to rendering and lighting.",
849,ITD 212,Digital Visualization II,0,6,3,10,Undergraduate,"Advanced digital visualizations and computer-aided design. Complex multidimensional sketches, drawings, and designs. Advanced digital 2D and 3D representation and modeling. Accurate and precise design elements, contexts, environments, and technical documentation. Interactive digital information tools and representation. Advanced applications of generative design tools and practices using industry-standard design applications. Introduction to motion, animation, and advanced rendering and lighting techniques.",
